comarca,codi_variable,data_lectura,valor_lectura
Vallès Oriental,35,2014-04-12,0.7
Vallès Oriental,35,2014-04-13,0.0
Vallès Oriental,35,2014-04-14,0.0
Vallès Oriental,35,2014-04-15,0.0
Vallès Oriental,35,2014-04-16,0.0
Vallès Oriental,35,2014-04-17,0.0
Vallès Oriental,35,2014-04-18,0.0
Vallès Oriental,35,2014-04-19,0.30000000000000004
Vallès Oriental,35,2014-04-20,15.8
Vallès Oriental,35,2014-04-21,12.1
Vallès Oriental,35,2014-04-22,32.5
Vallès Oriental,35,2014-04-23,0.30000000000000004
Vallès Oriental,35,2014-04-24,0.0
Vallès Oriental,35,2014-04-25,3.9
Vallès Oriental,35,2014-04-26,3.4
Vallès Oriental,35,2014-04-27,8.4
Vallès Oriental,35,2014-04-28,0.0
Vallès Oriental,35,2014-04-29,0.0
Vallès Oriental,35,2014-04-30,0.0
Vallès Oriental,35,2014-05-01,0.7
Vallès Oriental,35,2014-05-02,0.5
Vallès Oriental,35,2014-05-03,0.0
Vallès Oriental,35,2014-05-04,0.0
Vallès Oriental,35,2014-05-05,0.0
Vallès Oriental,35,2014-05-06,0.0
Vallès Oriental,35,2014-05-07,0.0
Vallès Oriental,35,2014-05-08,0.0
Vallès Oriental,35,2014-05-09,0.0
Vallès Oriental,35,2014-05-10,0.0
Vallès Oriental,35,2014-05-11,1.1
Vallès Oriental,35,2014-05-12,1.4
Vallès Oriental,35,2014-05-13,9.8
Vallès Oriental,35,2014-05-14,0.1
Vallès Oriental,35,2014-05-15,0.1
Vallès Oriental,35,2014-05-16,0.0
Vallès Oriental,35,2014-05-17,0.0
Vallès Oriental,35,2014-05-18,0.0
Vallès Oriental,35,2014-05-19,0.0
Vallès Oriental,35,2014-05-20,11.4
Vallès Oriental,35,2014-05-21,0.3
Vallès Oriental,35,2014-05-22,0.1
Vallès Oriental,35,2014-05-23,0.1
Vallès Oriental,35,2014-05-24,0.0
Vallès Oriental,35,2014-05-25,1.1
Vallès Oriental,35,2014-05-26,48.5
Vallès Oriental,35,2014-05-27,0.0
Vallès Oriental,35,2014-05-28,44.9
Vallès Oriental,35,2014-05-29,6.7
Vallès Oriental,35,2014-05-30,25.2
Vallès Oriental,35,2014-05-31,6.0
Vallès Oriental,35,2014-06-01,0.0
Vallès Oriental,35,2014-06-02,0.2
Vallès Oriental,35,2014-06-03,0.0
Vallès Oriental,35,2014-06-04,0.0
Vallès Oriental,35,2014-06-05,0.0
Vallès Oriental,35,2014-06-06,0.0
Vallès Oriental,35,2014-06-07,0.0
Vallès Oriental,35,2014-06-08,0.0
Vallès Oriental,35,2014-06-09,0.0
Vallès Oriental,35,2014-06-10,0.0
Vallès Oriental,35,2014-06-11,0.0
Vallès Oriental,35,2014-06-12,0.1
Vallès Oriental,35,2014-06-13,5.5
Vallès Oriental,35,2014-06-14,33.8
Vallès Oriental,35,2014-06-15,46.4
Vallès Oriental,35,2014-06-16,3.5
Vallès Oriental,35,2014-06-17,18.2
Vallès Oriental,35,2014-06-18,14.6
Vallès Oriental,35,2014-06-19,0.2
Vallès Oriental,35,2014-06-20,0.0
Vallès Oriental,35,2014-06-21,0.0
Vallès Oriental,35,2014-06-22,0.0
Vallès Oriental,35,2014-06-23,0.0
Vallès Oriental,35,2014-06-24,0.7999999999999999
Vallès Oriental,35,2014-06-25,0.8
Vallès Oriental,35,2014-06-26,14.6
Vallès Oriental,35,2014-06-27,0.0
Vallès Oriental,35,2014-06-28,0.0
Vallès Oriental,35,2014-06-29,8.299999999999999
Vallès Oriental,35,2014-06-30,0.2
Vallès Oriental,35,2014-07-01,0.1
Vallès Oriental,35,2014-07-02,0.0
Vallès Oriental,35,2014-07-03,0.30000000000000004
Vallès Oriental,35,2014-07-04,3.1
Vallès Oriental,35,2014-07-05,0.0
Vallès Oriental,35,2014-07-06,0.0
Vallès Oriental,35,2014-07-07,42.5
Vallès Oriental,35,2014-07-08,0.1
Vallès Oriental,35,2014-07-09,5.2
Vallès Oriental,35,2014-07-10,0.0
Vallès Oriental,35,2014-07-11,0.0
Vallès Oriental,35,2014-07-12,0.2
Vallès Oriental,35,2014-07-13,0.0
Vallès Oriental,35,2014-07-14,0.0
Vallès Oriental,35,2014-07-15,0.0
Vallès Oriental,35,2014-07-16,0.0
Vallès Oriental,35,2014-07-17,0.0
Vallès Oriental,35,2014-07-18,0.7
Vallès Oriental,35,2014-07-19,0.0
Vallès Oriental,35,2014-07-20,0.1
Vallès Oriental,35,2014-07-21,0.0
Vallès Oriental,35,2014-07-22,0.0
Vallès Oriental,35,2014-07-23,0.0
Vallès Oriental,35,2014-07-24,0.0
Vallès Oriental,35,2014-07-25,16.1
Vallès Oriental,35,2014-07-26,3.0
Vallès Oriental,35,2014-07-27,0.0
Vallès Oriental,35,2014-07-28,46.5
Vallès Oriental,35,2014-07-29,3.1
Vallès Oriental,35,2014-07-30,0.0
Vallès Oriental,35,2014-07-31,0.0
Vallès Oriental,35,2014-08-01,1.5999999999999999
Vallès Oriental,35,2014-08-02,6.8999999999999995
Vallès Oriental,35,2014-08-03,0.0
Vallès Oriental,35,2014-08-04,31.5
Vallès Oriental,35,2014-08-05,0.1
Vallès Oriental,35,2014-08-06,7.4
Vallès Oriental,35,2014-08-07,4.4
Vallès Oriental,35,2014-08-08,4.1
Vallès Oriental,35,2014-08-09,0.1
Vallès Oriental,35,2014-08-10,0.0
Vallès Oriental,35,2014-08-11,0.0
Vallès Oriental,35,2014-08-12,0.0
Vallès Oriental,35,2014-08-13,0.7000000000000001
Vallès Oriental,35,2014-08-14,0.2
Vallès Oriental,35,2014-08-15,0.1
Vallès Oriental,35,2014-08-16,0.1
Vallès Oriental,35,2014-08-17,0.0
Vallès Oriental,35,2014-08-18,0.0
Vallès Oriental,35,2014-08-19,0.0
Vallès Oriental,35,2014-08-20,2.7
Vallès Oriental,35,2014-08-21,22.2
Vallès Oriental,35,2014-08-22,94.3
Vallès Oriental,35,2014-08-23,3.6
Vallès Oriental,35,2014-08-24,0.2
Vallès Oriental,35,2014-08-25,0.0
Vallès Oriental,35,2014-08-26,0.0
Vallès Oriental,35,2014-08-27,0.0
Vallès Oriental,35,2014-08-28,0.0
Vallès Oriental,35,2014-08-29,0.2
Vallès Oriental,35,2014-08-30,0.0
Vallès Oriental,35,2014-08-31,2.2
Vallès Oriental,35,2014-09-01,0.0
Vallès Oriental,35,2014-09-02,0.0
Vallès Oriental,35,2014-09-03,0.0
Vallès Oriental,35,2014-09-04,0.0
Vallès Oriental,35,2014-09-05,75.10000000000001
Vallès Oriental,35,2014-09-06,26.4
Vallès Oriental,35,2014-09-07,0.0
Vallès Oriental,35,2014-09-08,3.4
Vallès Oriental,35,2014-09-09,11.1
Vallès Oriental,35,2014-09-10,0.1
Vallès Oriental,35,2014-09-11,6.4
Vallès Oriental,35,2014-09-12,0.0
Vallès Oriental,35,2014-09-13,0.0
Vallès Oriental,35,2014-09-14,15.399999999999999
Vallès Oriental,35,2014-09-15,0.1
Vallès Oriental,35,2014-09-16,16.1
Vallès Oriental,35,2014-09-17,10.9
Vallès Oriental,35,2014-09-18,0.30000000000000004
Vallès Oriental,35,2014-09-19,0.0
Vallès Oriental,35,2014-09-20,0.0
Vallès Oriental,35,2014-09-21,0.1
Vallès Oriental,35,2014-09-22,14.2
Vallès Oriental,35,2014-09-23,17.2
Vallès Oriental,35,2014-09-24,1.4
Vallès Oriental,35,2014-09-25,0.1
Vallès Oriental,35,2014-09-26,0.1
Vallès Oriental,35,2014-09-27,0.0
Vallès Oriental,35,2014-09-28,172.4
Vallès Oriental,35,2014-09-29,1.6
Vallès Oriental,35,2014-09-30,26.2
Vallès Oriental,35,2014-10-01,0.2
Vallès Oriental,35,2014-10-02,1.0
Vallès Oriental,35,2014-10-03,0.0
Vallès Oriental,35,2014-10-04,5.0
Vallès Oriental,35,2014-10-05,42.2
Vallès Oriental,35,2014-10-06,0.4
Vallès Oriental,35,2014-10-07,0.0
Vallès Oriental,35,2014-10-08,0.1
Vallès Oriental,35,2014-10-09,0.0
Vallès Oriental,35,2014-10-10,1.2000000000000002
Vallès Oriental,35,2014-10-11,0.1
Vallès Oriental,35,2014-10-12,6.3999999999999995
Vallès Oriental,35,2014-10-13,0.2
Vallès Oriental,35,2014-10-14,0.1
Vallès Oriental,35,2014-10-15,0.0
Vallès Oriental,35,2014-10-16,0.0
Vallès Oriental,35,2014-10-17,0.0
Vallès Oriental,35,2014-10-18,0.0
Vallès Oriental,35,2014-10-19,0.0
Vallès Oriental,35,2014-10-20,0.1
Vallès Oriental,35,2014-10-21,0.0
Vallès Oriental,35,2014-10-22,0.0
Vallès Oriental,35,2014-10-23,0.0
Vallès Oriental,35,2014-10-24,0.0
Vallès Oriental,35,2014-10-25,0.0
Vallès Oriental,35,2014-10-26,0.1
Vallès Oriental,35,2014-10-27,0.1
Vallès Oriental,35,2014-10-28,0.0
Vallès Oriental,35,2014-10-29,0.2
Vallès Oriental,35,2014-10-30,0.1
Vallès Oriental,35,2014-10-31,0.0
Vallès Oriental,35,2014-11-01,0.1
Vallès Oriental,35,2014-11-02,0.1
Vallès Oriental,35,2014-11-03,15.6
Vallès Oriental,35,2014-11-04,46.5
Vallès Oriental,35,2014-11-05,0.9
Vallès Oriental,35,2014-11-06,0.30000000000000004
Vallès Oriental,35,2014-11-07,0.2
Vallès Oriental,35,2014-11-08,0.3
Vallès Oriental,35,2014-11-09,0.1
Vallès Oriental,35,2014-11-10,1.3
Vallès Oriental,35,2014-11-11,11.2
Vallès Oriental,35,2014-11-12,0.1
Vallès Oriental,35,2014-11-13,0.1
Vallès Oriental,35,2014-11-14,8.0
Vallès Oriental,35,2014-11-15,0.30000000000000004
Vallès Oriental,35,2014-11-16,0.0
Vallès Oriental,35,2014-11-17,0.0
Vallès Oriental,35,2014-11-18,0.2
Vallès Oriental,35,2014-11-19,0.0
Vallès Oriental,35,2014-11-20,0.1
Vallès Oriental,35,2014-11-21,0.0
Vallès Oriental,35,2014-11-22,0.0
Vallès Oriental,35,2014-11-23,0.0
Vallès Oriental,35,2014-11-24,3.1
Vallès Oriental,35,2014-11-25,4.2
Vallès Oriental,35,2014-11-26,37.0
Vallès Oriental,35,2014-11-27,10.7
Vallès Oriental,35,2014-11-28,8.799999999999999
Vallès Oriental,35,2014-11-29,180.2
Vallès Oriental,35,2014-11-30,124.2
Vallès Oriental,35,2014-12-01,0.30000000000000004
Vallès Oriental,35,2014-12-02,0.2
Vallès Oriental,35,2014-12-03,3.3
Vallès Oriental,35,2014-12-04,18.7
Vallès Oriental,35,2014-12-05,0.4
Vallès Oriental,35,2014-12-06,0.2
Vallès Oriental,35,2014-12-07,1.1
Vallès Oriental,35,2014-12-08,0.0
Vallès Oriental,35,2014-12-09,0.0
Vallès Oriental,35,2014-12-10,0.0
Vallès Oriental,35,2014-12-11,0.0
Vallès Oriental,35,2014-12-12,0.30000000000000004
Vallès Oriental,35,2014-12-13,0.0
Vallès Oriental,35,2014-12-14,8.4
Vallès Oriental,35,2014-12-15,42.8
Vallès Oriental,35,2014-12-16,0.5
Vallès Oriental,35,2014-12-17,0.6000000000000001
Vallès Oriental,35,2014-12-18,0.1
Vallès Oriental,35,2014-12-19,0.0
Vallès Oriental,35,2014-12-20,0.0
Vallès Oriental,35,2014-12-21,0.2
Vallès Oriental,35,2014-12-22,0.4
Vallès Oriental,35,2014-12-23,0.0
Vallès Oriental,35,2014-12-24,0.2
Vallès Oriental,35,2014-12-25,0.1
Vallès Oriental,35,2014-12-26,0.1
Vallès Oriental,35,2014-12-27,0.0
Vallès Oriental,35,2014-12-28,0.1
Vallès Oriental,35,2014-12-29,0.0
Vallès Oriental,35,2014-12-30,0.0
Vallès Oriental,35,2014-12-31,0.0
Vallès Oriental,35,2015-01-01,0.0
Vallès Oriental,35,2015-01-02,0.0
Vallès Oriental,35,2015-01-03,0.1
Vallès Oriental,35,2015-01-04,0.0
Vallès Oriental,35,2015-01-05,0.1
Vallès Oriental,35,2015-01-06,0.0
Vallès Oriental,35,2015-01-07,0.0
Vallès Oriental,35,2015-01-08,0.2
Vallès Oriental,35,2015-01-09,0.1
Vallès Oriental,35,2015-01-10,0.1
Vallès Oriental,35,2015-01-11,0.0
Vallès Oriental,35,2015-01-12,0.2
Vallès Oriental,35,2015-01-13,0.0
Vallès Oriental,35,2015-01-14,0.1
Vallès Oriental,35,2015-01-15,0.0
Vallès Oriental,35,2015-01-16,3.1
Vallès Oriental,35,2015-01-17,0.1
Vallès Oriental,35,2015-01-18,3.5
Vallès Oriental,35,2015-01-19,33.0
Vallès Oriental,35,2015-01-20,0.0
Vallès Oriental,35,2015-01-21,0.0
Vallès Oriental,35,2015-01-22,0.1
Vallès Oriental,35,2015-01-23,0.0
Vallès Oriental,35,2015-01-24,0.0
Vallès Oriental,35,2015-01-25,0.0
Vallès Oriental,35,2015-01-26,0.0
Vallès Oriental,35,2015-01-27,0.0
Vallès Oriental,35,2015-01-28,0.1
Vallès Oriental,35,2015-01-29,0.1
Vallès Oriental,35,2015-01-30,0.2
Vallès Oriental,35,2015-01-31,2.2
Vallès Oriental,35,2015-02-01,0.0
Vallès Oriental,35,2015-02-02,0.0
Vallès Oriental,35,2015-02-03,13.9
Vallès Oriental,35,2015-02-04,9.5
Vallès Oriental,35,2015-02-05,5.1000000000000005
Vallès Oriental,35,2015-02-06,0.0
Vallès Oriental,35,2015-02-07,0.7
Vallès Oriental,35,2015-02-08,0.0
Vallès Oriental,35,2015-02-09,0.0
Vallès Oriental,35,2015-02-10,0.2
Vallès Oriental,35,2015-02-11,0.1
Vallès Oriental,35,2015-02-12,0.0
Vallès Oriental,35,2015-02-13,0.0
Vallès Oriental,35,2015-02-14,0.0
Vallès Oriental,35,2015-02-15,0.0
Vallès Oriental,35,2015-02-16,0.1
Vallès Oriental,35,2015-02-17,0.0
Vallès Oriental,35,2015-02-18,0.0
Vallès Oriental,35,2015-02-19,0.0
Vallès Oriental,35,2015-02-20,0.2
Vallès Oriental,35,2015-02-21,1.0
Vallès Oriental,35,2015-02-22,0.0
Vallès Oriental,35,2015-02-23,5.3
Vallès Oriental,35,2015-02-24,0.4
Vallès Oriental,35,2015-02-25,0.0
Vallès Oriental,35,2015-02-26,0.7
Vallès Oriental,35,2015-02-27,0.0
Vallès Oriental,35,2015-02-28,0.0
Vallès Oriental,35,2015-03-01,0.0
Vallès Oriental,35,2015-03-02,0.0
Vallès Oriental,35,2015-03-03,0.0
Vallès Oriental,35,2015-03-04,35.0
Vallès Oriental,35,2015-03-05,0.0
Vallès Oriental,35,2015-03-06,0.0
Vallès Oriental,35,2015-03-07,0.0
Vallès Oriental,35,2015-03-08,0.1
Vallès Oriental,35,2015-03-09,0.0
Vallès Oriental,35,2015-03-10,0.0
Vallès Oriental,35,2015-03-11,0.0
Vallès Oriental,35,2015-03-12,0.0
Vallès Oriental,35,2015-03-13,0.6
Vallès Oriental,35,2015-03-14,16.5
Vallès Oriental,35,2015-03-15,5.8
Vallès Oriental,35,2015-03-16,0.30000000000000004
Vallès Oriental,35,2015-03-17,1.8
Vallès Oriental,35,2015-03-18,0.2
Vallès Oriental,35,2015-03-19,0.0
Vallès Oriental,35,2015-03-20,0.1
Vallès Oriental,35,2015-03-21,87.6
Vallès Oriental,35,2015-03-22,2.4
Vallès Oriental,35,2015-03-23,4.6
Vallès Oriental,35,2015-03-24,16.9
Vallès Oriental,35,2015-03-25,11.2
Vallès Oriental,35,2015-03-26,0.2
Vallès Oriental,35,2015-03-27,0.0
Vallès Oriental,35,2015-03-28,0.0
Vallès Oriental,35,2015-03-29,0.0
Vallès Oriental,35,2015-03-30,0.0
Vallès Oriental,35,2015-03-31,0.0
Vallès Oriental,35,2015-04-01,0.5
Vallès Oriental,35,2015-04-02,0.0
Vallès Oriental,35,2015-04-03,0.0
Vallès Oriental,35,2015-04-04,0.2
Vallès Oriental,35,2015-04-05,0.1
Vallès Oriental,35,2015-04-06,0.0
Vallès Oriental,35,2015-04-07,0.1
Vallès Oriental,35,2015-04-08,0.1
Vallès Oriental,35,2015-04-09,0.0
Vallès Oriental,35,2015-04-10,0.0
Vallès Oriental,35,2015-04-11,0.0
Vallès Oriental,35,2015-04-12,0.0
Vallès Oriental,35,2015-04-13,0.0
Vallès Oriental,35,2015-04-14,0.0
Vallès Oriental,35,2015-04-15,0.0
Vallès Oriental,35,2015-04-16,8.0
Vallès Oriental,35,2015-04-17,0.1
Vallès Oriental,35,2015-04-18,0.0
Vallès Oriental,35,2015-04-19,19.7
Vallès Oriental,35,2015-04-20,0.0
Vallès Oriental,35,2015-04-21,0.0
Vallès Oriental,35,2015-04-22,0.1
Vallès Oriental,35,2015-04-23,0.0
Vallès Oriental,35,2015-04-24,0.0
Vallès Oriental,35,2015-04-25,0.2
Vallès Oriental,35,2015-04-26,19.099999999999998
Vallès Oriental,35,2015-04-27,0.1
Vallès Oriental,35,2015-04-28,0.1
Vallès Oriental,35,2015-04-29,8.8
Vallès Oriental,35,2015-04-30,0.30000000000000004
Vallès Oriental,35,2015-05-01,0.0
Vallès Oriental,35,2015-05-02,0.0
Vallès Oriental,35,2015-05-03,0.0
Vallès Oriental,35,2015-05-04,0.0
Vallès Oriental,35,2015-05-05,0.0
Vallès Oriental,35,2015-05-06,0.0
Vallès Oriental,35,2015-05-07,0.0
Vallès Oriental,35,2015-05-08,0.0
Vallès Oriental,35,2015-05-09,0.0
Vallès Oriental,35,2015-05-10,0.0
Vallès Oriental,35,2015-05-11,0.0
Vallès Oriental,35,2015-05-12,0.0
Vallès Oriental,35,2015-05-13,0.0
Vallès Oriental,35,2015-05-14,0.0
Vallès Oriental,35,2015-05-15,0.0
Vallès Oriental,35,2015-05-16,0.0
Vallès Oriental,35,2015-05-17,0.0
Vallès Oriental,35,2015-05-18,0.0
Vallès Oriental,35,2015-05-19,50.2
Vallès Oriental,35,2015-05-20,23.1
Vallès Oriental,35,2015-05-21,0.0
Vallès Oriental,35,2015-05-22,0.0
Vallès Oriental,35,2015-05-23,0.0
Vallès Oriental,35,2015-05-24,0.0
Vallès Oriental,35,2015-05-25,0.1
Vallès Oriental,35,2015-05-26,0.0
Vallès Oriental,35,2015-05-27,0.0
Vallès Oriental,35,2015-05-28,0.0
Vallès Oriental,35,2015-05-29,0.0
Vallès Oriental,35,2015-05-30,0.0
Vallès Oriental,35,2015-05-31,0.0
Vallès Oriental,35,2015-06-01,0.0
Vallès Oriental,35,2015-06-02,0.0
Vallès Oriental,35,2015-06-03,0.0
Vallès Oriental,35,2015-06-04,0.0
Vallès Oriental,35,2015-06-05,0.0
Vallès Oriental,35,2015-06-06,0.0
Vallès Oriental,35,2015-06-07,0.1
Vallès Oriental,35,2015-06-08,41.800000000000004
Vallès Oriental,35,2015-06-09,5.7
Vallès Oriental,35,2015-06-10,0.0
Vallès Oriental,35,2015-06-11,9.899999999999999
Vallès Oriental,35,2015-06-12,0.1
Vallès Oriental,35,2015-06-13,0.0
Vallès Oriental,35,2015-06-14,0.7000000000000001
Vallès Oriental,35,2015-06-15,17.7
Vallès Oriental,35,2015-06-16,15.8
Vallès Oriental,35,2015-06-17,0.1
Vallès Oriental,35,2015-06-18,0.0
Vallès Oriental,35,2015-06-19,0.0
Vallès Oriental,35,2015-06-20,0.0
Vallès Oriental,35,2015-06-21,0.0
Vallès Oriental,35,2015-06-22,0.1
Vallès Oriental,35,2015-06-23,0.5
Vallès Oriental,35,2015-06-24,0.0
Vallès Oriental,35,2015-06-25,0.0
Vallès Oriental,35,2015-06-26,0.0
Vallès Oriental,35,2015-06-27,0.0
Vallès Oriental,35,2015-06-28,0.0
Vallès Oriental,35,2015-06-29,0.0
Vallès Oriental,35,2015-06-30,0.0
Vallès Oriental,35,2015-07-01,0.0
Vallès Oriental,35,2015-07-02,0.0
Vallès Oriental,35,2015-07-03,0.0
Vallès Oriental,35,2015-07-04,0.0
Vallès Oriental,35,2015-07-05,0.0
Vallès Oriental,35,2015-07-06,0.0
Vallès Oriental,35,2015-07-07,0.0
Vallès Oriental,35,2015-07-08,0.0
Vallès Oriental,35,2015-07-09,0.0
Vallès Oriental,35,2015-07-10,0.0
Vallès Oriental,35,2015-07-11,0.0
Vallès Oriental,35,2015-07-12,0.0
Vallès Oriental,35,2015-07-13,0.0
Vallès Oriental,35,2015-07-14,0.0
Vallès Oriental,35,2015-07-15,0.0
Vallès Oriental,35,2015-07-16,0.0
Vallès Oriental,35,2015-07-17,0.0
Vallès Oriental,35,2015-07-18,0.0
Vallès Oriental,35,2015-07-19,0.0
Vallès Oriental,35,2015-07-20,17.200000000000003
Vallès Oriental,35,2015-07-21,1.4
Vallès Oriental,35,2015-07-22,44.4
Vallès Oriental,35,2015-07-23,0.0
Vallès Oriental,35,2015-07-24,16.2
Vallès Oriental,35,2015-07-25,2.6999999999999997
Vallès Oriental,35,2015-07-26,0.2
Vallès Oriental,35,2015-07-27,0.0
Vallès Oriental,35,2015-07-28,0.2
Vallès Oriental,35,2015-07-29,1.1
Vallès Oriental,35,2015-07-30,0.1
Vallès Oriental,35,2015-07-31,3.2
Vallès Oriental,35,2015-08-01,66.7
Vallès Oriental,35,2015-08-02,0.1
Vallès Oriental,35,2015-08-03,0.0
Vallès Oriental,35,2015-08-04,0.0
Vallès Oriental,35,2015-08-05,0.0
Vallès Oriental,35,2015-08-06,0.0
Vallès Oriental,35,2015-08-07,0.0
Vallès Oriental,35,2015-08-08,2.8
Vallès Oriental,35,2015-08-09,1.9
Vallès Oriental,35,2015-08-10,0.1
Vallès Oriental,35,2015-08-11,0.0
Vallès Oriental,35,2015-08-12,0.0
Vallès Oriental,35,2015-08-13,36.1
Vallès Oriental,35,2015-08-14,7.8
Vallès Oriental,35,2015-08-15,23.5
Vallès Oriental,35,2015-08-16,0.30000000000000004
Vallès Oriental,35,2015-08-17,0.0
Vallès Oriental,35,2015-08-18,18.9
Vallès Oriental,35,2015-08-19,2.6999999999999997
Vallès Oriental,35,2015-08-20,0.1
Vallès Oriental,35,2015-08-21,0.0
Vallès Oriental,35,2015-08-22,3.4
Vallès Oriental,35,2015-08-23,25.200000000000003
Vallès Oriental,35,2015-08-24,0.0
Vallès Oriental,35,2015-08-25,0.0
Vallès Oriental,35,2015-08-26,0.0
Vallès Oriental,35,2015-08-27,0.0
Vallès Oriental,35,2015-08-28,0.0
Vallès Oriental,35,2015-08-29,0.0
Vallès Oriental,35,2015-08-30,0.0
Vallès Oriental,35,2015-08-31,0.1
Vallès Oriental,35,2015-09-01,0.0
Vallès Oriental,35,2015-09-02,32.4
Vallès Oriental,35,2015-09-03,16.3
Vallès Oriental,35,2015-09-04,3.6
Vallès Oriental,35,2015-09-05,0.4
Vallès Oriental,35,2015-09-06,0.2
Vallès Oriental,35,2015-09-07,0.1
Vallès Oriental,35,2015-09-08,0.0
Vallès Oriental,35,2015-09-09,0.0
Vallès Oriental,35,2015-09-10,19.3
Vallès Oriental,35,2015-09-11,1.3
Vallès Oriental,35,2015-09-12,1.6
Vallès Oriental,35,2015-09-13,0.0
Vallès Oriental,35,2015-09-14,0.1
Vallès Oriental,35,2015-09-15,0.0
Vallès Oriental,35,2015-09-16,0.0
Vallès Oriental,35,2015-09-17,0.5
Vallès Oriental,35,2015-09-18,0.0
Vallès Oriental,35,2015-09-19,0.0
Vallès Oriental,35,2015-09-20,0.0
Vallès Oriental,35,2015-09-21,0.0
Vallès Oriental,35,2015-09-22,0.0
Vallès Oriental,35,2015-09-23,0.0
Vallès Oriental,35,2015-09-24,0.1
Vallès Oriental,35,2015-09-25,0.0
Vallès Oriental,35,2015-09-26,0.6
Vallès Oriental,35,2015-09-27,11.200000000000001
Vallès Oriental,35,2015-09-28,0.0
Vallès Oriental,35,2015-09-29,5.8999999999999995
Vallès Oriental,35,2015-09-30,57.9
Vallès Oriental,35,2015-10-01,3.4
Vallès Oriental,35,2015-10-02,4.1000000000000005
Vallès Oriental,35,2015-10-03,11.1
Vallès Oriental,35,2015-10-04,0.0
Vallès Oriental,35,2015-10-05,0.5
Vallès Oriental,35,2015-10-06,0.0
Vallès Oriental,35,2015-10-07,26.5
Vallès Oriental,35,2015-10-08,0.0
Vallès Oriental,35,2015-10-09,0.0
Vallès Oriental,35,2015-10-10,0.0
Vallès Oriental,35,2015-10-11,0.0
Vallès Oriental,35,2015-10-12,0.0
Vallès Oriental,35,2015-10-13,8.8
Vallès Oriental,35,2015-10-14,2.5
Vallès Oriental,35,2015-10-15,0.0
Vallès Oriental,35,2015-10-16,0.2
Vallès Oriental,35,2015-10-17,0.1
Vallès Oriental,35,2015-10-18,0.1
Vallès Oriental,35,2015-10-19,0.0
Vallès Oriental,35,2015-10-20,0.39999999999999997
Vallès Oriental,35,2015-10-21,0.0
Vallès Oriental,35,2015-10-22,0.0
Vallès Oriental,35,2015-10-23,0.0
Vallès Oriental,35,2015-10-24,0.0
Vallès Oriental,35,2015-10-25,0.0
Vallès Oriental,35,2015-10-26,21.5
Vallès Oriental,35,2015-10-27,32.4
Vallès Oriental,35,2015-10-28,0.9
Vallès Oriental,35,2015-10-29,0.0
Vallès Oriental,35,2015-10-30,0.0
Vallès Oriental,35,2015-10-31,0.0
Vallès Oriental,35,2015-11-01,0.4
Vallès Oriental,35,2015-11-02,142.0
Vallès Oriental,35,2015-11-03,80.9
Vallès Oriental,35,2015-11-04,0.0
Vallès Oriental,35,2015-11-05,0.1
Vallès Oriental,35,2015-11-06,0.2
Vallès Oriental,35,2015-11-07,0.0
Vallès Oriental,35,2015-11-08,0.1
Vallès Oriental,35,2015-11-09,0.2
Vallès Oriental,35,2015-11-10,0.1
Vallès Oriental,35,2015-11-11,0.30000000000000004
Vallès Oriental,35,2015-11-12,0.1
Vallès Oriental,35,2015-11-13,0.0
Vallès Oriental,35,2015-11-14,0.30000000000000004
Vallès Oriental,35,2015-11-15,0.2
Vallès Oriental,35,2015-11-16,0.1
Vallès Oriental,35,2015-11-17,0.0
Vallès Oriental,35,2015-11-18,0.2
Vallès Oriental,35,2015-11-19,0.1
Vallès Oriental,35,2015-11-20,0.1
Vallès Oriental,35,2015-11-21,0.0
Vallès Oriental,35,2015-11-22,0.0
Vallès Oriental,35,2015-11-23,0.1
Vallès Oriental,35,2015-11-24,0.1
Vallès Oriental,35,2015-11-25,0.0
Vallès Oriental,35,2015-11-26,0.0
Vallès Oriental,35,2015-11-27,0.0
Vallès Oriental,35,2015-11-28,0.1
Vallès Oriental,35,2015-11-29,0.1
Vallès Oriental,35,2015-11-30,0.1
Vallès Oriental,35,2015-12-01,0.2
Vallès Oriental,35,2015-12-02,0.1
Vallès Oriental,35,2015-12-03,0.0
Vallès Oriental,35,2015-12-04,0.0
Vallès Oriental,35,2015-12-05,0.4
Vallès Oriental,35,2015-12-06,0.0
Vallès Oriental,35,2015-12-07,0.9
Vallès Oriental,35,2015-12-08,0.7000000000000001
Vallès Oriental,35,2015-12-09,0.2
Vallès Oriental,35,2015-12-10,0.0
Vallès Oriental,35,2015-12-11,0.30000000000000004
Vallès Oriental,35,2015-12-12,0.2
Vallès Oriental,35,2015-12-13,0.1
Vallès Oriental,35,2015-12-14,0.30000000000000004
Vallès Oriental,35,2015-12-15,0.2
Vallès Oriental,35,2015-12-16,0.0
Vallès Oriental,35,2015-12-17,0.1
Vallès Oriental,35,2015-12-18,0.0
Vallès Oriental,35,2015-12-19,0.0
Vallès Oriental,35,2015-12-20,0.0
Vallès Oriental,35,2015-12-21,0.0
Vallès Oriental,35,2015-12-22,0.2
Vallès Oriental,35,2015-12-23,0.0
Vallès Oriental,35,2015-12-24,0.1
Vallès Oriental,35,2015-12-25,0.1
Vallès Oriental,35,2015-12-26,0.30000000000000004
Vallès Oriental,35,2015-12-27,0.1
Vallès Oriental,35,2015-12-28,0.30000000000000004
